African Clawed Frogs	suitable for beginners.	up to 15 years, perhaps longer.	strictly aquatic.	\N	These frogs are in the same family but different genus than the dwarf African frog, Hymenochirus boettgeri which has become very popular in recent years. However, the care of dwarf frogs is similar (on a smaller scale).	\N	4-5 inches (10-13 cm).	A gravel substrate can be used, but small gravel should be avoided to prevent accidental ingestion of the substrate. Rocks, wood, and flower pots can be used to decorate the tank and provide hiding places (frogs with no place to hide may be stressed). Artificial plants can also be used, but the frogs will dig up and generally destroy live plants.	\N	\N	\N	The tank can be kept at room temperature - 68-75 F (20-24 C). No special lighting is required (indirect lighting is fine and may be preferred). A 12 hour light:12 hour dark light cycle can be used.	The issue of filtration is somewhat controversial. The frogs have a sensory system (lateral line) that allows them to sense vibrations in the water, so some experts believe that using filters provides constant stressful stimuli to the frog (compared to a human constantly being exposed to the noise from a jackhammer). However, gentle filtration is used by some owners with success, and this will keep the water a lot cleaner. These frogs live in stagnant water in the wild, but that is not the same as dirty water in an aquarium. If no filtration is used, the water should be nearly fully changed every week, if not more often.
Savannah Monitors	\N	\N	\N	in addition to the incandescent basking light, provide a full spectrum UVA/UVB light for 10-12 hours per day.	\N	\N	\N	indoor/outdoor carpeting or brown butcher paper are the most practical for cleaning up after these somewhat messy lizards (they eat a lot and defecate a lot). Some use bark or gravel, but you must ensure that the monitors are not ingesting the substrate accidentally with their meals.	\N	\N	\N	gradient from 85-90 F (29-32 C) with a basking spot of 95-100 F (35-39 C). A combination of under tank heating and a basking light on one side of the tank works well. Make sure the appropriate temperature gradient is provided by measuring temperatures in various spots around the tank. Night temperature can drop to 75-85 F (24-29 C). Do not use basking lights to achieve night time temperatures - use heating pads and/or ceramic heating elements.	provide a large shallow sturdy water dish - ideally large enough to allow them to submerge themselves. They will often defecate in their water so frequent cleaning is required.
Scorpion	\N	6-8 years	\N	\N	\N	\N	\N	\N	\N	\N	\N	a gradient should be provided, from about 70-90 F.Many recommend occasionally allowing temperatures of about 100 F.The temperature gradient is important to allow the scorpions to regulate their body temperature as needed.  The easiest way to provide the gradient is by using a heating mat designed for use under reptile tanks.This should be placed under no more than about 1/3 of the tank, so the scorpion can move from warmer to cooler temperatures if desired.Always verify that appropriate temperatures are being provided by using accurate thermometers in a few location within the cage. Being nocturnal,scorpions do not have a requirement for UV lighting, and prefer a light-dark cycle with a slightly longer dark period.	\N
Short Tailed Opossums	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N
Sugar Gliders	\N	\N	\N	\N	If a sugar glider is not tame when acquired, time, patience, and gentle frequent training sessions will eventually allow bonding of the glider to its owner.Gliders adore being near their owners, inside a shirt (hint wear two shirtsand let the glider hang out between them, or else their claws will tickleor scratch!) or in a pocket. They will be lovely companions, whoview you as an equal. Sugar gliders do not respond at all to punishmentor domination, so treat them with respect, gentleness and understanding,and you will be rewarded with a devoted companion!	\N	\N	\N	\N	\N	\N	\N	\N
Three Toed Box Turtle	\N	As with other box turtles, three toed box turtles can be very long-lived, possibly up to 100 years.  Sadly, many in captivity will not survive that long (30-40 years is more typical; even shorter with less than ideal care).	\N	If kept in an outdoor pen, make sure there are both sunny and shady areas available (the turtle should be able to move from cooler to warmer areas as necessary).  Indoors, a terrarium will need a heat source as well as a UVB emitting reptile light.	Three toed box turtles can live in a wide variety of habitats from woodlands to meadows, but are usually found near a water source.  They often venture into shallow water, perhaps moreso than other North American box turtles.  As with other North American box turtles, three toed box turtle hibernate when it is colder (in warmer climates they stay active longer). They are found from Missouri south to Texas and Alabama.  Box turtle populations are declining (listed by CITES as threatened, and import/export permits are necessary).  Many states protect box turtle populations and have laws against collecting box turtles from the wild.  It is best to get a pet box turtle bred in captivity from a reputable breeder.  Wild caught turtles do not adjust well to captivity and many die from the stress. Pet stores often carry wild caught turtles.	Males often have red or orange markings on the head and sometimes the neck and forelegs.  They also have longer, thicker tails than the females. In addition, the plastron is slightly concave in males and flatter in females.  Males have red irises.  Typically, the the claws on the hind feet are  shorter and more curved than those on the females.	about 3.5 to 5 inches in length	\N	\N	\N	\N	Provide a basking spot with temperatures of 85 - 88 F, maintaining the terrarium with a gradient down to about 75 F.  The nightime temperature should not drop below 70 F.	It is not unusual for three toed box turtles to wade into shallow water to drink and have a soak, perhpas moreso than other North American species.  Provide a large shallow pan of clean water at all times, but make sure they can easily get in and out of the water without tipping (or drowning, of course).  Regularly mist their pen or run a sprinkler for added moisture, as three toed box turtles prefer a bit more humidity than others.
Tiger Salamanders	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N
Tokay Geckos	\N	Tokay geckos can be expected to live 10 years or more (up to 20 has been reported).	\N	\N	Wild caught tokay geckos are likely to be stressed and parasite infested. It is a good idea to take your new gecko to a vet soon after purchasing it, or at least a fecal sample to check for parasites.	\N	Tokay geckos are large, at around 12 inches adult length.	Orchid bark or coconut husk based substrate are good choices for their moisture retaining qualities.	\N	Being a larger lizard a 20 gallon tank is the minimum size recommended for tokay geckos. Provide sturdy branches for climbing, and strong potted plants can be added (artificial plants could also be used). Also provide some hiding spots using cork bark, half logs, or caves.	\N	Aim for 80-90 F (27-32) during the day (as a gradient) and down to 70-80 F (21-27) at night. No UVB emitting bulbs are necessary;  an incandescent bulb can be used for heat during the day, but a noucturnal reptile bulb or ceramic element must be used for heat at night. Heat provided from above the tank is preferable since tokay geckos tend to climb.	\N
Veiled Chameleons	\N	approximately 5 years in captivity.	\N	Chameleons need an ultraviolet (UVA/UVB) light source, so invest in a good bulb such as the Zoomed\'s Reptisun 5.0. Keep the UV light on for 10-12 hours per day. Remember these bulbs need to be replaced every 6 months.  Chameleons also benefit from spending time outdoors in natural sunlight when the temperatures are warm enough (but beware of over heating -- make sure shade is always available).	\N	\N	Veiled chameleon males can reach 18-24 inches in total length (about 12 inches snout to vent length), while females tend to be quite a bit smaller at 10-13 inches (just 4-6 inches in snout to vent length).	Cleanliness in the cage is vital, to prevent bacterial or mold growth. Using paper towels or newspaper to line the cage makes cleaning easiest.  Potted plants can be placed on a plain paper substrate for easier cleaning while still allowing live planting in the cage. Do not use wood chips or any other substrate that could be accidentally ingested and cause blockages.	\N	\N	\N	For veiled chameleons a daytime temperature gradient of about 80-90 F (26-32 C) should be provided, with a basking spot at 95 F (35 C). At night, they should have a temperature drop of about 10-15 F (5-10 C). If your home doesn\'t drop below 65-70 F (18-21 C) at night, heating at night isn\'t necessary.  Heating is best accomplished by a basking or incandescent light in a reflector or a ceramic heat element, any of which should be placed outside of the cage to prevent burns.	\N
White lined Geckos	\N	White lined geckos may be expected to live 10-20 years or so, though they are realtively new to the reptile hobby so this is a bit uncertain.	\N	White lined geckos are nocturnal so do not need special UV lighting.  However, many experts feel providing  low levels  of UV lighting is still beneficial to their overall health.  You must ensure, however, that the geckos can hide from the light if desired. A red night time bulb allows viewing when they are most active.	White lined geckos tend to be less aggressive than their close relative, tokay geckos.  They are pretty fast, somewhat delicate, and will bite if feeling threatened, so care is required when handling.	\N	\N	The substrate for white lined geckos should be something that retains moisture to aid in humidity levels, such as coconut fiber bedding, cypress mulch, moss, or peat, though paper or paper towels can be used as well.	\N	\N	\N	A daytime temperature  gradient  of 82-85 F (27-29.5 C) should be provided for white lined geckos, with a drop at nightime to 70-75 F (21-24 C).  A heat lamp or ceramic heat emitter makes a good heat source for day time; at night a red night time bulb or cermic heat emitter is a good choice.  Undertank heat can also be used.  Do not rest a heat source right the top of the tank, as these climbing geckos could get too close and burns could result.	\N
White\'s Tree Frog	\N	15 years (up to 20 years has been reported)	\N	\N	Good choice for beginning frog owners. White\'s tree frogs are native to Australia, Indonesia and New Guinea. They are nocturnal, so will be more active in the evening and night hours.	\N	4-5 inches	\N	\N	\N	\N	\N	\N
