Jackson\'s Chameleon	\N	Provide lots of sturdy non-toxic plants and branches. Ficus trees have often been used in chameleon housing, but require some caution as the sap can be irritating. Other plants you could try include pothos, hibiscus, and dracaena. Artificial plants may also be added, and artificial vines are a great addition. A good selection of branches (of different diameters) should be provided, making sure there are secure perches at different levels and temperatures within the cage.	Young chameleons are brownish in color, developing brighter green coloration at about 4-5 months of age. Males tend to be more brightly colored, with blue or yellow markings. Stressed or cold chameleons are typically a dark brown color. Males of all the subspecies have 3 horns that make them look like mini-triceratops (2 subocular horns below the eyes and one rostral horn on the snout). Females of some sub-species do have horns, but sometimes less developed than those of the males.	\N	\N	Chameleons are insectivores so should be fed a variety of insects.  Crickets are usually the mainstay of the diet, but mealworms, superworms and waxworms (all in limited quantities), roaches, silkworms, flies, fruit flies (young chameleons), and grasshoppers can also be fed. Wild-caught insects should only be fed if you are certain they have not been exposed to pesticides, and avoid fireflies. All insects should be gut loaded (feed fresh foods and vitamin/minerals) before feeding. In addition, some chameleons will also eat a bit of plant matter (including live plants in the cage, so use non toxic plants). Collard greens, mustard greens, turnip greens, and sugar snap pea pods can be tried (these can be clipped to the side of the cage). You will have to monitor your chameleon and adjust feeding amounts as needed (if many insects are left uneaten or your chameleon is too full-bodied, back off the amount fed).  Don\'t leave uneated live prey in the cage for extended periods as the insects may attack and injure your chameleon.	\N	\N	\N	\N	\N	Chameleons should never be kept in a glass terrarium - they need the ventilation provided by a mesh enclosure (fine metal or fiberglass mesh is not recommended; PVC coated hardware cloth is good). Vertical space is essential and a minimum size of 24 inches by 24 inches by 36 inches tall is recommended (the taller the better - chameleons like to climb high up off the ground.). An outdoor cage can be used when the weather is warm enough, as long as overheating is prevented.	Jackson\'s chameleons need a humidity level of 50-80 percent. This can be accomplished by misting the plants regularly (at least twice daily), and the use of a drip or misting system is also recommended.  Chameleons rarely drink from a water bowl, but they will lap up droplets of water off plants, so the misting and a drip system also serves as a water source. Position a drip system so the water droplets cascade over the plants in the enclosure. Invest in a hygrometer  to measure humidity.
King Snakes	King snakes and milk snakes are beautiful, quite docile snakes.Milk and king snakes are closely related, both belonging to the genus Lamproletis,and there are several subspecies of both king snakes and milk snakes.Colors and patterns vary between the subspecies, but there are many striking and beautiful patterns to be found among these snakes.  Some subspecies utilize a natural defense of mimicking the appearance of the venomous coral snakes, with bands of red, black and yellow. (Coral snakes have yellow bands touching the red bands, while the king and milk snakes have black touching the red bands.) Milk and king snakes can be found from southern parts of Canada, throughout the US, and in Central and parts of South America.  They are constrictors, suffocating their prey before eating. In the wild they will eat other snakes, lizards, amphibians,rodents and birds. Snakes are a common food item, and they have the ability to eat larger snakes with some eating even rattlesnakes as a staple in their diet. Both king and milk snakes will try to eat cage mates,so should be housed on their own.  The basic care for king snakes and milk snakes however, is the same for most species and subspecies. For breeding these snakes, more attention needs to be paid to duplicating the conditions (including hibernating)that the snakes would find in their natural habitat.| Milk and king snakes breed quite readily in captivity, so it should be relatively easy to find a captive bred specimen.  Things to look for in a healthy snake (any kind of snake):firm rounded body, clear eyes (may be a little cloudy if about to shed), no discharge, or signs of mites (check especially around head/eyes, look for dusty specks on body, (check hands after handling snake) no open mouth, breathing or gasping for breath, inside of mouth uniformly pink (reddened areas or cheesy looking matter may indicate mouth rot) shiny smooth skin with no scabs or sores, clean vent with no swelling in area, should move smoothly with no tremors. A new snake may not be all that tame, but should settle down fairly well with gentle handling. A snake that is distressed will wave its body in the air trying to escape. Most king and milk snakes will settle down after a bit and wrap itself gently around your hands.  It is also wise to make sure that the snake is readily feeding on pre-killed mice.  If you have doubts, ask for a demonstration of the snake feeding.  New snakes should have a fecal check for parasites done, and treated as necessary. A check up with a veterinarian is a good idea as well.	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N
Kinkajous	Kinkajous are nocturnal tree-dwellers (in the wild they spend most of their time in the treed canopy of rainforests). They have prehensile tails which help with climbing, and although they kind of resemble monkeys they are actually members of the same family as raccoons, coatimundis, and red pandas (among others). Their wild populations are declining due to habitat destruction, hunting, and the illegal pet trade. In the wild, it appears they primarily eat fruit and nectar.  If hand raised from an young age, they can be quite tame, but remember they are wild animals. They are active and curious, and they like to get into things.  They are nocturnal and are most active in the late evening.  While they do not have much of an odor, they can be messy, partly from tossing food around and partly because litter/house training isn\'t really feasible (they do tend to pick a few favorite toilet areas). They can also be territorial, especially when it comes to food.  Kinkajous can be quite noisy at times, especially when defending their food source. However, they have a variety of vocalizations that include a soft huffing, chirping or whistling, a \"barking\" noise (like a yelping dog), and a shrill shriek that can be very loud (a feeding call).	Providing a number of sturdy branches, thick cotton ropes, and ledges allows lots of exercise. In addition you can try a variety of toys in the cage too, such as hanging wood/rope parrot toys and wide pieces of PVC pipe.  Hammocks or sleep sacks can also be hung in the cage. An opaque plastic storage container with a hole cut in the side and suspended from the walls of the cage can be used as a nest box. A wooden box can also be used, but may be difficult to clean if soiled.  Heavy ceramic food bowls or a bowl that can be securely attached to the side of the cage might are good for feeding. Kinkajous can be messy at feeding time and anything that keeps them from dumping their food is ideal. Water can be provided in a bowl but these are prone to being dumped or dirtied, so a heavy water bottle with a sipper tube might work better (make sure your kinkajou figures out how to drink from the sipper tube before completely making a switch though).	\N	\N	\N	Kinkajous primarily feed on fruits and nectar in the wild, although if the opportunity arises, they will sometimes eat insects, eggs, and frogs along with other plants and blossoms. In captivity, they can be fed monkey biscuits or chow, and a variety of fruits (especially tropical fruits) such as bananas, papayas, mangoes, melons, kiwis, grapes, pineapple, pomegranates, cherimoya, figs, etc. It is said that some are allergic to strawberries so these are best avoided, and experts recommend avoiding citrus fruits such as oranges and grapefruit, and avocadoes. Dairy products should also be avoided. Chocolate and caffeine should never be given (to any pet).	\N	\N	\N	\N	\N	Kinkajous need a large tall cage (e.g. 4 feet wide, by 6-8 feet long, and 6 feet tall--the larger the better). Provide lots of branches, ledges/shelves, and ropes for climbing. Kinkajous need lots of play and exercise time outside of their cage daily as well, for socialization and preventing boredom. Most owners find it best to confine kinkajous at night (when kinkajous are most active and their owners are trying to sleep) and when they are not supervised.	\N
Leopard Gecko	\N	\N	Leopard geckos are commonly yellow and white with black spots (hatchlings start out more striped, and gradually change to the spotted appearance). There are several color and pattern (e.g. jungle (http://www.bright.net/~a1rep/a1leocare.html)) variations.	\N	\N	Leopard geckos are insectivores: feed a variety of crickets, waxworms, meal worms (in moderation only) and even an occasional pinkie mice for adults.  Insects must be gut loaded for at least 24 hours prior to feeding, and coated with a calcium/D3 supplement (every feeding for young lizards, every other feeding for adults). Feed juveniles daily (a few crickets), adults can be fed every other day (6-10 crickets).	\N	Leopard geckos are nocturnal, ground dwelling geckos that are generally docile and easy to tame. They do not have the toe pads like other geckos so do not climb as well. They do have eyelids, also unlike other geckos.	\N	\N	\N	A 15-20 gallon tank is large enough for 2-3 leopard geckos, but there should only be one male per tank (and only keep males and females together if prepared to deal with offspring!). Half logs provide hiding and climbing space, as can commercial reptile caves and simple cardboard boxes. A damp hide box can help with shedding (a plastic container with a hole in the lid, with moist soil or moss inside).	\N
Mexican Redknee Tarantulas	\N	\N	\N	\N	\N	Crickets and other large insects (absolutely must be pesticide free), occasional pinky mouse.	\N	\N	\N	\N	\N	A small (5-10 gallon) tank is suitable for Mexican redknee tarantulas.  The width of the tank should be two to three times wider than the leg span of the spider wide, and only as tall as the spider\'s leg span. 2-3 inches of peat moss, soil, or vermiculite can be used as a substrate. Wood, cork bark, or half of a small clay flower pot can be used for a shelter/retreat.	60-75\\%
Mice	The most commonly available type of mouse available as a pet is the domestic pet mouse. These pet mice have been selectively bred to enhance the desirable qualities of the mice. There are also spiny mice (which are desert creatures that are a bit trickier to care for), but for the purposes of this article we will discuss the ordinary domestic mouse.  Ordinary does not mean boring, however.If you have ever seen a group of pet mice playing, you realize they can be quite entertaining pets. They are a bit skittish and harder to handle than some of the lager rodents such as rats, but they can become quite tame and will take food from the hand and allow themselves to be handled if started at a young age. Mice are quite ideal as small pets that are entertaining to watch, are easy to care for and make very few demands on their owners.	\N	\N	\N	\N	\N	\N	Mice are nocturnal and very social. They will be very active in the evening and night, but don\'t expect to do much with them during the day. Being social, they are best kept in groups.A pair of females is the easiest, although larger groups are fine if you provide the cage space. Pairs of males should be avoided, unless they are litter mates, never separated, and given a large enough cage that they can have their own space (unfamiliar males are very likely to fight).Keeping males and females together should be avoided unless you want lots of mice in a short amount of time.	\N	\N	\N	\N	\N
Northern Leopard Frogs	\N	small pieces of wood provide hiding and climbing opportunities (leopard frogs are not great climbers). Plants (live or silk) provide additional hiding spots (and therefore security), although frogs can damage live plants.  Water the water used must be dechlorinated. Use a product from the pet store designed to remove chorine (and chloramine, if your water supply is treated with chloramine) to be safe. Filtration is not a necessity, but doing a 50\\% water change on a regular basis (at least twice weekly, perhaps more) is necessary.  (In fact, some experts believe that the constant water vibrations from the filter is a sensory overload to frogs).  Lid a secure lid (preferably a mesh lid with lots of ventilation) is also a must - most frogs are adept at escaping, given the chance.	\N	\N	\N	Leopard frogs should be fed a variety of invertebrates such as crickets, wax worms, fly larvae, and earthworms. A meal of 3-4 crickets daily is a good starting point, although some experts recommend feeding mature frogs only every other day. Variety seems to be key with frogs - crickets can make up the bulk of the diet but should be supplemented by a variety of other insects and worms. Prey items should be gut loaded (feed nutritious foods such as fruits, vegetables, dog food, fish food etc.) before being given to the frog. Once weekly dust the crickets with a complete reptile vitamin mix.  Keep an eye on the body shape of your frog. Remember that overfeeding is likely more of a problem than underfeeding so make sure the frog is not getting too round and cut back on feeding if necessary.	\N	\N	\N	These frogs are genetically programmed to hibernate, so will naturally slow down and may stop eating in the winter months (usually for about 3 months). If possible, the tank can be cooled to 37-39F (3-4C) for three months to mimic the natural environment of the frogs.	\N	Tank a ten gallon tank is sufficient for a single frog (if keeping more frogs the tank size must increase, keeping in mind that floor space is more important than height). Leopard frogs are semi aquatic and need a land area as well as a large enough body of water that they can submerge their bodies. A half land/half water tank is a good choice for leopard frogs and these can be set up a number of ways (see Frogland\'s Housing (http://allaboutfrogs.org/info/housing/halftank.html) section for ideas). It is easiest in the long term to separate the land and water areas with a piece of plastic or Plexiglas placed across the aquarium and sealed with aquarium grade silicone sealant. This allows the use of soil on the terrestrial side to allow the frogs to burrow. A dense piece of wood (e.g. driftwood) can be placed partly in the water and partly on land to provide an easy transition from water to land (this also provides a nice basking spot). Alternately, gravel can be sloped in the aquatic side to provide a ramp out of the water.	\N
Ornate Box Turtles	Ornate box turtles have a domed carapace that is brown with yellow lines on the scutes (sometimes described as a starburst pattern), with no central keel.  The plastron scutes have radiating yellow and brown lines. Their skin is dark grey (with white or yellow spots), and there is sometime green on the mature male\'s head.	\N	\N	\N	\N	Like other box turtles, ornate box turtles are carnivorous when young and omnivorous when adults, although they retain more carnivorous tendencies than other box turtles.   Calcium-dusted crickets, mealworms, waxworms and earthworms along with pinky mice should be fed. Grasses, dark leafy greens, and some vegetables and fruits can also be given.  Some turtles are nervous about eating in the open so feed in a sheltered area. More detail on feeding can be found here:  Feeding Box Turtles	\N	\N	\N	\N	\N	Ornate box turtles are not very hardy, and do best in an outdoor enclosure (often they do not thrive indoors).  They need a large enclosure with room to move around, with a high fence to keep them from climbing to escape.  Provide several hiding places such as logs or planks and provide a thick layer of loose peaty soil or  leaf litter to burrow into, and a shallow pan of water.  If kept indoors a large enclosure should be built.  See \"Outdoor Pens for Box Turtles\" for more information .	Though they come from generally dry areas, they create a humid micorenvironment for themselves by burrowing.  It is essential for this species to be able to burrow into a layer of loose soil (peat/soil mix combined with sphagnum can be used) or leaf litter (minimum 3-4 inches deep).  Regular misting or sprinkling of the enclosure is recommended along with having a pan of water always available.
Ornate Horned Frogs	This frog is relatively common in the pet trade, and gets its common (pet trade) name from the popular video game. The frog\'s generally rounded appearance and huge mouth led to the cute name. The frog\'s scientific name is Ceratophrys ornata, and it is also known as the ornate horned frog.  Pacman frogs are native to South America, and are terrestrial in nature. In fact, they are very poor swimmers and care must be taken that they do not drown in their water bowls.  These frogs are quite large, and can reach around 6-7 inches in length (15-17 cm), although males tend to be quite a bit smaller than females. They are generally about as wide as they are long, so are quite hefty for a frog. Their appetite matches their size, and they will pretty much eat anything that moves.  Pacman frogs have a reputation for being somewhat aggressive, which is largely undeserved. While they do sometimes bite, it is usually a case of the frog feeling threatened or simply confusing a finger with a food item.	\N	\N	\N	\N	Pacman frogs are pretty easy to feed in that they are not usually fussy eaters. Smaller frogs can be fed insects such as crickets or other common pet store prey insects such as mealworms, wax worms etc. These should be gut loaded prior to feeding (see \"Raising Crickets for Food\"). As they grow, they can be fed pinkie (newborn) mice, and larger mice can be fed as the frog grows.  Eventually they may take a medium sized mouse or pinkie rat. Guppies, a variety of insects, and even small frogs can also be fed. While small pacman frogs (eating insects) should be fed daily, larger frogs can be fed mice or feeder fish every 2-3 days. Adult frogs can probably be fed less frequently - the best guide is to feed based on your frog\'s body condition (if your frog is getting too round and fat, cut back how often it is fed).	\N	\N	\N	\N	\N	Pacman frogs, despite their large size, are not very active and do not need a large cage. A 10 gallon tank is fine for one of these frogs. Because they will often try to eat cage mates, they should be kept singly. A cage top is recommended -- although they are not a huge risk for escapes, a cage top will help maintain temperature and humidity.  In the wild they spend much of their time in damp leaf litter. In captivity, the cage can be lined with paper or smooth rocks, as long as leaf litter or moss and some plants (live or artificial) are provided that the frog can burrow/hide in. They come from a humid environment so the substrate should be misted daily to help maintain humidity. In addition a shallow bowl of water should be provided. The dish must be fairly shallow (e.g. a ceramic saucer from a plant pot) to minimize the risk of the frog drowning.  Depending on how humid your tank is, the frog might spend much of its time in its water dish, so providing plants around the dish will help your frog feel secure. The water dish should also be in a warmer part of the cage.	\N
Panther Chameleons	\N	\N	Panther chameleons exhibit many different brilliant color morphs or phases named after the geographic location they come from in their native habitat of Madagascar. A good selection of photos of different color morphs of panther chameleons can be found on the AdCham site here (http://www.adcham.com/html/taxonomy/pardalismorphs.html). Females show less variation in color (often orange or brownish) and have a less dramatic \"helmet\" than males (comprised of ridges along the sides of the head), as well as being smaller.	\N	\N	Panther chameleons are insectivores so should be fed a variety of insects. Crickets are usually the mainstay of the diet, but locusts, roaches, butterworms (good for calcium), silkworms, flies, and grasshoppers can be fed, as well asmealworms, superworms and waxworms (in limited quantities as high in fat). Be wary of wild-caught insects due to possible exposure to pesticides, and avoid fireflies. All insects should be gut loaded (fed fresh veggies and vitamin/minerals) before feeding. In addition, some chameleons will also eat a bit of plant matter (including live plants in the cage, so it is vital that only non toxic plants are used). Collard greens, mustard greens, turnip greens, and sugar snap pea pods can be tried (these can be clipped to the side of the cage).  Monitor your chameleon and adjust feeding amounts as needed (if many insects are left uneaten or your chameleon seems to be getting chubby, back off the amount fed). Never leave live prey in the cage for extended periods as insects may attack the chameleon.	Provide lots of sturdy non-toxic plants and branches. Ficus trees have often been used in chameleon housing, but require some caution as the sap can be irritating. Other plants you could try include pothos, hibiscus, and dracaena. Artificial plants may also be added, and artificial vines are a great addition. A good selection of branches (of different diameters) should be provided, making sure there are secure perches at different levels and temperatures within the cage.	\N	\N	\N	\N	Chameleons should never be kept in a glass terrarium - they need the ventilation provided by a mesh enclosure (fine metal or fiberglass mesh is not recommended; PVC coated hardware cloth is good). Vertical space is essential and a cage size of 36 inches by 24 inches by 36-48 inches tall is recommended (the bigger and taller the better - chameleons like to climb high up off the ground).  An outdoor cage can be used when the weather is warm enough, as long as over heating is prevented.	Panther chameleons need a high humidity level (aim for 60-85 percent). This can be accomplished by misting the plants regularly, and a drip or misting system is also recommended. Chameleons rarely drink from a water bowl, but they will lap up droplets of water off plants, so the misting/drip system also serves as a water source. Position a drip system so the water droplets cascade over the plants in the enclosure. Invest in a hygrometer  to measure humidity.
Praying Mantis	Mantids come in a huge range of sizes, shapes and colors.  Some look like twigs (and use this as camouflage), some resemble crumpled dead leaves, and others have brightly colored and delicate features that make them look like blossoms. They also come from a variety of climates (mostly tropical).  However, all mantids are carnivores, feeding mainly on other insects and spiders (some of the larger mantids may even eat small amphibians and reptiles).	\N	\N	\N	\N	A variety of feeder insects should be provided for your praying mantis.  The best way to make sure nutritional needs are met is to feed a number of different kinds of prey (fruit flies and aphids for nymphs, instars and smaller mantids, and a variety of flying insects such as moths, fruit flies, and house flies along with an occasional cricket or mealworm for larger ones).  Make sure the prey has been gut loaded (feed a vitamin enriched food to the prey, which will be passed on to the mantis).	Several twigs should be provided and should reach almost to the top of the tank as the mantid will need space to hang from  a twig for molting.  Live potted plants or artificial plants can be used too, but make sure not to overcrowd the tank.  Your praying mantis will need space to move about, hunt, and molt.	\N	\N	\N	\N	Mantids should be housed individually. However, a praying mantis needs only a small tank -- generally a tank should be at least twice as wide and three times as tall as the mantid, but not much larger than that.  If the tank is too large, the mantid will have a hard time finding its prey.  A tank about 12 inches by 12 inches, by 12 inches tall is a good size for most praying mantises.  The height of the tank is important to provide space for molting.  A mesh top is preferred, and mesh openings on th side are good if possible.	The required humidity also varies by praying mantis species (e.g. the African mantis requires 60\\% humidity). Regular light misting of the tank will help provide humidity. A small, shallow water dish containing pebbles or a piece of sea sponge to prevent drowning can also be provided and will provide a humidity boost.  Be careful the humidity does not get too high.
Red Eared Sliders	Red eared sliders are semi aquatic turtles that are very commonly kept as pets. Unfortunately, lack of understanding what they require means that many red eared sliders have died from improper care. While they are not overly demanding as pets, many unsuspecting owners have been told that it was fine to keep them in small plastic bowls. Needless to say this housing is completely inadequate and impractical - turtle owners need to invest a fair amount in the proper equipment to house red eared sliders. With proper care these turtles can live several decades, so turtle ownership is not a commitment to be taken lightly.  Males tend to be smaller than females, but have large claws on the front legs and longer tails than females.  In the US, sale of red eared sliders under 4 inches in length have been banned since the 1970s. The ban was a result of the prevalence of Salmonella infections linked to pet turtles. Baby turtles were very popular as pets for small children, mostly because a lot of people did not realize the cute tiny turtles sold in pet stores could carry Salmonella or that they could grow so large.	\N	\N	\N	\N	Red eared sliders are omnivores, meaning they eat a mixture of animal and plant material. Younger turtles are more carnivorous (eat more animal protein) than adults, though. Juveniles should be fed daily, but adults can be fed every 2-3 days.  Turtles can be fed a mixture of prepared commercial food and fresh food. Special food formulated for turtles can be used, but this should only make up about 25\\% of the total diet. The proportions of fresh supplements will depend on the age of the turtle, but can include live feeder fish, earthworms, crickets, waxworms, bloodworms, aquatic snails, fresh greens (collard, mustard and dandelion greens, and dark leafy lettuces but never head lettuce), aquatic plants, and shredded vegetables. For more detail, see \"What Should I Feed my Red Eared Slider?\"	\N	\N	\N	\N	\N	\N	\N
Red Footed Tortoises	\N	\N	\N	\N	\N	In the wild, red footed tortoises are omnivores and eat a wider range of foods than many other tortoises. It is important to not overfeed animal protein, though; one very small serving of moistened low fat cat food or lean meat (e.g. 1 ounce for a full grown red foot) every 1-2 weeks is enough. A variety of fresh leafy greens (dandelion greens, endive, mustard greens, escarole; not lettuce, spinach or kale), vegetables, and fruits should also be fed (they also tolerate fruit better than many other species). A calcium and vitamin D3 supplement should be used.	\N	\N	\N	\N	\N	Outdoors, this species is tropical and prefers a humid climate. A sturdy escape-proof enclosure can be provided, and a sprinkler or mister can be used to increase the humidity if needed. A muddy wallow will be used by this tortoise, as will a pan of water. An area densely planted with vegetation provides a cool retreat. A doghouse-type shelter can be used, and should be heated if nightime temperatures drop below 65-70 F (18-21 C). Daytime temperatures can be up to 90-95 F (32-35 C).  Indoors a large enclosure is needed - 4 feet by 6 feet or larger.  Cypress bark as a substrate helps retain humidity, although paper will work and is easy to clean. A UVA/UVB is necessary indoors, and the enclosure should be heated, with a basking spot of 95 F (35 C) and a gradient from about 80-90 F (27-32 C).  Nightime temperatures can drop to about 75 F (24 C). A pan of water should be provided and the enclosure should be kept humid. A hide should be placeed at the cool end of the enclosure.	\N
Savannah Monitors	Quite readily available in the pet trade.Life span of 10-12 years.At 3 to 4 feet fully grown, the Savannah is a medium sized monitor but still requires a very large enclosure.With regular handling and attention, Savannah monitors can become fairly tame, unlike some other monitors. All monitors can inflict deep painful bites and scratches. Despitetheir availability, Savannah monitors are not a good choice for beginning reptile keepers, due to their size and habitat requirements.Monitors are considered to be among the most intelligent reptiles.  They are also escape artists and require a very secure enclosure.It is best to obtain a captive bred juvenile if possible.	\N	\N	Need a very large and secure enclosure. Juveniles can start out in a large tank (e.g. 55 gallon) but will grow quickly so new owners might want to start with an adult sized custom enclosure. The adult enclosure should be at least twice as long as the monitor and as wide as the the monitor\'s length, so a minimum of 8 feet by 4 feet wide should be planned. It should be as tall as is practical (reduces the chances of climbing out). Solid sides are recommended to allow maintenance of high temperatures, and no screens (will be quickly shredded). The enclosure must be solidly constructed, or Savannahs will find a way to break out! Alternatively, some owners dedicate a room (suitably monitor-proofed) to their Savannah monitor.	\N	Monitors are generally good eaters, and will become obese if over fed, often leading to health problems.Juveniles can be fed a combination of insects (a variety is best, such as crickets, earthworms and Zoophorba worms) and mice.  Start with pinkies when the monitor is large enough, and work up in size as the monitor grows.Insects can be fed live (and provide exercise as the monitor hunts) but it is recommended that rodents be fed pre-killed. Use tongs to offer pre-killed prey.Adults can eat mice and small rats. Avoid feeding prey too large (no wider than the monitor\'s head) or regurgitation of the meal may occur.Juveniles can be fed every 2-3 days (1-4 pinkie or fuzzy mice, along with insects as long as they will accept them), and adults twice a week. The amount the adults need is a matter of judgement based on body condition and activity (remembering that obesity is common in monitors).Low fat, high quality dog food or canned monitor food can be fed occasionally only.	\N	\N	\N	\N	a couple of hides should be provided, at each end of the temperature gradient. Cardboard boxes can be used for the rapidly growing juveniles (start small and replace with larger boxes as needed), and wooden boxes are a good choice for adults. A few large rocks or other furnishings can be provided, but monitors are fairly destructive so don\'t go overboard.	\N	\N
Scorpion	Scorpions are becoming increasingly popular as pets, especially emperor scorpions. They are not great for handling,but they are quiet, clean and easy to care for.  Emperor scorpions are not particularly dangerous, in contrast to some other species of scorpion. Their sting has been likened to a bee sting in that it is painful, but medical attention is not usually necessary.However, some people may have an anaphylactic reaction to the venom (as some people do with bee stings) so it is wise to not take chances.Some people say that emperor scorpions are more likely to pinch you with their pedipalps, and this can be quite painful too. In any case, handling of pet scorpions isn\'t recommended, in part because of the risks,but also because scorpions are likely to be stressed if handled.Most people recommend that if handling is necessary (e.g. when cleaning cages) a pair of long handled forceps with foam over the grips be used to pick up the scorpion by the stinging end.  Emperors are large scorpions, at around 6 inches long.They are black (with green or brown hues) and have an impressive set of pedipalps (\"claws\"). As far as scorpions go,they are quite docile, but as mentioned above handling isn\'t recommended.	\N	\N	\N	\N	In the wild, scorpions eat a variety of invertebrates (insects, other arthropods) and vertebrates including small lizards. In captivity,they seem to do fine with a diet primarily of crickets, supplemented with other insects such as meal worms and moths. An adult emperor will only need 3 -6 adult crickets per week (feed every other day or so).The crickets should be fed a nutritious diet so that the nutritional value is passed on the the scorpions, and the crickets can be dusted with a quality reptile vitamin/mineral supplement every few feedings. Feed at night to replicate the conditions under which scorpions would naturally feed.  A shallow (shallow enough to prevent drowning) water dish should also be provided.	\N	\N	\N	\N	\N	Providing the appropriate environment is the most challenging part of keeping scorpions. The proper heat and humidity is vital in preventing problems.  Emperors can be kept alone or in groups. If keeping more than one, a larger tank will be necessary, and a good rule of thumb is to have at least a couple more hiding spots than you have scorpions so they can each have their \"space.\" If there is any sign of aggression between the scorpions, however, I\'d recommend separating them.  Emperors are native to Africa and live in humid warm environment, and all scorpions are nocturnal. These factors are taken into account when creating a scorpion habitat.  Glass aquarium tanks are probably the easiest housing to use, and they should have a tight fitting secure lid. A 10 gallon tank is sufficient for one scorpion, but a larger one (20 -30 gallon) will be necessary for groups. However, don\'t give them too much space since it will be difficult for them to catch their prey in a large tank.  There are multiple opinions on the ideal substrate for emperor scorpions- some use soil, some use peat and others use vermiculite. No matter what you choose, it should be fairly deep (3 - 6 inches) to allow the scorpion(s)to dig burrows. Pieces of bark, flat stones, broken ceramic flowerpots or even commercial reptile hides should be provided as hiding spots for the scorpions. Providing pieces of sphagnum moss on top of the substrate will also aid in retaining moisture in the environment.Scorpions will move the cage decorations/furnishings around a bit, and although it may not look neat and tidy, it is best to avoid constantly rearranging the furnishings or else the scorpion(s) will become stressed.  The habitat should be maintained at a high humidity level by regular(daily) misting.  The substrate should be kept damp, but not wet.If there is mold on the substrate or condensation on the walls of the tank,the humidity is too high.	\N
Short Tailed Opossums	Short tailed opossums are growing in popularity as an exotic pet.They are small, generally friendly creatures which have good pet potential. They are certainly cute enough!  Short tailed opossums are from South America, and are 4-6 inches long (body only; their tail is almost as long as the body) with thick grey-brown fur. The tail is prehensile, meaning it can wrap around and hold onto things, and hairless. They are marsupials,although they do not have a pouch like most marsupials. However,their young are born quite premature and helpless, latch on to a nipple on their mother\'s abdomen, and stay there until they are further developed,like other marsupials. In the wild they will eat insects, spiders,and rodents. For this reason they are actually welcome house guests in their native countries. They are easily handled if tame from a young age, but should be kept as solitary pets because of their tendency to fight with other opossums. They are nocturnal so will be most active at night, although if they do awake they will be social during the day.	\N	\N	\N	\N	this is still a new area for short tails and owners and breeders tend to feed a wide variety of things. It is possible now to get commercially manufactured short tail food. Otherwise, a commercial insectivore diet probably provides the best basic diet, although some feed cat food, ferret food and a variety of other pelleted diets with success. Look for diets that are high in protein and low in fat.A variety of treats should be offered, including meal worms, crickets, fresh fruit and vegetables (offer a variety), and hard boiled egg. Feeding is best done at night, with items such as egg or chicken that will spoil removed after a short time. Occasional treats can include small amounts of cooked chicken and low fat yogurt. Using a general vitamin/mineral supplement is probably a good idea as well. Water is very important to short tails and they can dehydrate very quickly, so it is vitally important to make sure their water bottle is always accessible and filled with freshwater.	\N	\N	as mentioned above, short tailed opossums are best kept as solitary animals. A tame, often-handled young opossum will make the best pet (PawPrint Online recommends age 3-4 months to acquire a pet - when younger they can be quite nervous and hard to handle). Males and females have equal pet potential.They do tend to be very friendly and inquisitive when tame and will bean enjoyable and entertaining pet.  As with any other pet, the proper expectations, education and commitment is required to give a short tailed opossum a home. For further reading, an excellent site is Know Your STO - Short-Tailed Opossums (http://www.knowyoursto.com/) - by Molly Joy.	\N	\N	short tailed opossums are adept as escaping, so whatever enclosure is provided should be thoroughly escape proof. An aquarium(15-20 gallon) with a tight fitting lid, or a narrow-mesh wire cage should work well. The ambient temperature should be kept at 70 - 80 F.Bedding should be provided - corn cob litter or shavings (not cedar!) will work well. A nest box is also required (commercial woven nest, or a margarine tub etc.), and tissue or shredded paper (not newspaper) will be appreciated as nesting material. Branches for perching and climbing are needed - make sure they are non toxic and not treated with pesticides(parrot climbing toys and ladders also work well). In addition, a hamster wheel can be used to provide opportunity for exercise. Short tailed opossums are fairly tidy creatures and will usually pick a corner area area to use as a potty, so a litter pan can be placed here to make cage cleaning easier.	\N
